,,,,,BOX_INTRA_WEEK_WEIGHT
1PM5,3,11,Sun,C48,0.7136793665158152
1PM5,3,11,Sun,C51,0.7036689986025535
1PM5,3,11,Sun,C53,0.056706352522639086
1PM5,3,12,Sun,C20,0.19312553419347717
1PM5,3,12,Sun,C40,0.7436402509909575
1PM5,3,12,Sun,C48,0.5617113811022375
1PM5,3,12,Sun,C51,0.6929088497086318
1PM5,3,13,Sun,C20,0.3919888772056186
1PM5,3,13,Sun,C40,0.7616496581689645
1PM5,3,13,Sun,C48,0.4662057314273645
1PM5,3,13,Sun,C51,0.7464845084210785
1PM5,3,13,Sun,C53,0.27763584267365604
1PM5,4,14,Sun,C20,0.5883452748686541
1PM5,4,14,Sun,C40,0.7442054020554053
1PM5,4,14,Sun,C48,0.43661675454200255
1PM5,4,14,Sun,C51,0.2988682131547505
1PM5,4,14,Sun,C53,0.41790226751751525
1PM5,4,15,Sun,C20,0.5980424270301811
1PM5,4,15,Sun,C40,0.42342756976821705
1PM5,4,15,Sun,C48,0.7009568457877938
1PM5,4,17,Sun,C20,1.0
1PM5,4,17,Sun,C40,0.18144203095631378
1PM5,4,17,Sun,C48,0.557716123953591
1PM5,4,17,Sun,C51,0.4432819272025067
1PM5,4,18,Sun,C20,0.6989406689994365
1PM5,4,18,Sun,C40,0.6025604863427257
1PM5,4,18,Sun,C45,0.24780828131956906
1PM5,4,18,Sun,C48,0.7355999751831643
1PM5,4,18,Sun,C51,0.9431930052673294
1PM5,4,18,Sun,C53,0.1552409492163463
1PM5,5,19,Sun,C20,0.4966189466853922
1PM5,5,19,Sun,C40,0.7216924617370962
1PM5,5,19,Sun,C45,0.6159162795410962
1PM5,5,19,Sun,C48,0.38378018820256865
1PM5,5,19,Sun,C51,0.9490737749060226
1PM5,5,20,Sun,C20,0.14477931660261323
1PM5,5,20,Sun,C40,0.16928140841811257
1PM5,5,20,Sun,C48,0.41368281506956733
1PM5,5,20,Sun,C51,0.2641529061973582
1PM5,5,21,Sun,C40,0.7546055957843795
1PM5,5,21,Sun,C48,0.8244932945744191
1PM5,5,21,Sun,C51,0.9609683333573292
1PM5,5,21,Sun,C53,0.9967054557651851
1PM5,5,22,Sun,C20,0.5136050512643621
1PM5,5,22,Sun,C40,0.0693397270813652
1PM5,5,22,Sun,C48,0.1651964098473745
1PM5,5,22,Sun,C51,0.38245317063250844
1PM5,6,23,Sun,C20,0.6927736585216779
1PM5,6,23,Sun,C40,0.10149033376909562
1PM5,6,23,Sun,C48,0.5539904799769709
1PM5,6,23,Sun,C51,0.40907805309964995
1PM5,6,23,Sun,C53,0.2156571216598751
1PM5,6,24,Sun,C20,0.7952870712628958
1PM5,6,24,Sun,C40,0.8808271097328684
1PM5,6,24,Sun,C48,0.24608933676497297
1PM5,6,24,Sun,C51,0.7907975242586147
1PM5,6,25,Sun,C20,0.11339048674737089
1PM5,6,25,Sun,C40,0.9503981530113071
1PM5,6,25,Sun,C48,0.05
1PM5,6,25,Sun,C51,0.5904240935206974
1PM5,6,26,Sun,C20,0.387162230591108
1PM5,6,26,Sun,C40,0.7111191071368663
1PM5,6,26,Sun,C48,0.27849664106351885
1PM5,6,26,Sun,C51,0.17685962087679014
1PM5,6,26,Sun,C53,0.4807761592699556
1PM5,7,27,Sun,C20,0.26100727093946036
1PM5,7,27,Sun,C40,0.0
1PM5,7,27,Sun,C48,0.507210077366532
1PM5,7,27,Sun,C51,0.5317653709479724
1PM5,7,28,Sun,C20,0.7611399000334104
1PM5,7,28,Sun,C40,0.4746870925324388
1PM5,7,28,Sun,C48,0.6002143405739818
1PM5,7,28,Sun,C51,0.1222654745847133
1PM5,7,29,Sun,C20,0.242100050257272
1PM5,7,29,Sun,C40,1.0
1PM5,7,29,Sun,C48,0.5411882057455004
1PM5,7,29,Sun,C51,0.9260119406342924
1PM5,7,29,Sun,C53,0.7208841927790576
1PM5,7,30,Sun,C20,0.18172177430011477
1PM5,7,30,Sun,C24,0.7708188185872414
1PM5,7,30,Sun,C40,0.44068445114883104
1PM5,7,30,Sun,C48,0.6660271167171953
1PM5,7,30,Sun,C51,0.43402659658142095
1PM5,7,30,Sun,C53,0.193760354206025
1PM5,7,31,Sun,C20,0.16526075291293624
1PM5,7,31,Sun,C40,0.40791425758565847
1PM5,7,31,Sun,C48,0.2066213882644951
1PM5,7,31,Sun,C51,0.39191932104637567
1PM5,7,31,Sun,C53,0.0862327474275169
1PM5,8,32,Sun,C20,0.47823798596089034
1PM5,8,32,Sun,C40,0.4246817620076534
1PM5,8,32,Sun,C48,0.905976535615104
1PM5,8,32,Sun,C51,0.6810422586165709
1PM5,8,33,Sun,C20,0.682890316962099
1PM5,8,33,Sun,C40,0.7407348444194779
1PM5,8,33,Sun,C48,0.3649806260134808
1PM5,8,33,Sun,C51,0.1961186809548202
1PM5,8,33,Sun,C53,0.4020747825936032
1PM5,8,34,Sun,C20,0.42728714858653605
1PM5,8,34,Sun,C40,0.8141498052977655
1PM5,8,34,Sun,C48,0.9947009319641151
1PM5,8,34,Sun,C51,0.5200995586588235
1PM5,8,34,Sun,C53,0.8913665403810344
1PM5,8,35,Sun,C20,0.41527066592031436
1PM5,8,35,Sun,C40,0.01965436635206541
1PM5,8,35,Sun,C48,0.8224498818652177
1PM5,8,35,Sun,C51,0.5555276504491138
1PM5,9,36,Sun,C20,0.5504777479263178
1PM5,9,36,Sun,C40,0.1492622056126916
1PM5,9,36,Sun,C45,0.10134746751048367
1PM5,9,36,Sun,C48,0.1858547411110434
1PM5,9,36,Sun,C51,0.4691487424427447
1PM5,9,37,Sun,C20,0.07006430496959422
1PM5,9,37,Sun,C40,0.1560184252318862
1PM5,9,37,Sun,C48,0.018590487112549403
1PM5,9,38,Sun,C20,0.42340901406569753
1PM5,9,38,Sun,C40,0.8682055630718195
1PM5,9,38,Sun,C45,0.06847777695588664
1PM5,9,38,Sun,C48,0.4249227152369957
1PM5,9,38,Sun,C51,0.4282996181205259
1PM5,9,38,Sun,C53,0.6185952072807399
1PM5,9,39,Sun,C20,0.5158442966099469
1PM5,9,39,Sun,C48,0.004707969619588012
1PM5,9,39,Sun,C51,0.19606156402945946
1PM5,10,40,Sun,C20,0.7710688160374314
1PM5,10,40,Sun,C40,0.280532297026752
1PM5,10,40,Sun,C45,0.7493352563182435
1PM5,10,40,Sun,C48,0.34216317610864777
1PM5,10,41,Sun,C20,0.23449476246634843
1PM5,10,41,Sun,C40,0.3133708116784578
1PM5,10,41,Sun,C48,0.5853814836313634
1PM5,10,41,Sun,C51,0.8168845496659863
1PM5,10,41,Sun,C53,0.6760690686858397
1PM5,10,42,Sun,C20,0.2785560302033505
1PM5,10,42,Sun,C40,0.14835293458530224
1PM5,10,42,Sun,C48,0.7795693783306388
1PM5,10,42,Sun,C51,0.771998904812915
1PM5,10,43,Sun,C20,0.12587653344327443
1PM5,10,43,Sun,C40,0.3723293258392472
1PM5,10,43,Sun,C48,0.6237882233031402
1PM5,10,43,Sun,C51,0.8585193468351454
1PM5,10,44,Sun,C20,0.4094593343687669
1PM5,10,44,Sun,C40,0.2915949351932075
1PM5,10,44,Sun,C48,0.8724504368464423
1PM5,10,44,Sun,C51,0.09608747527706252
1PM5,10,44,Sun,C53,0.33877374975795
1PM5,11,45,Sun,C20,0.7225268999344253
1PM5,11,45,Sun,C40,0.2921541637058053
1PM5,11,45,Sun,C45,0.5057931927066376
1PM5,11,45,Sun,C48,0.09237677430792868
1PM5,11,45,Sun,C51,0.4040472521137607
1PM5,11,45,Sun,C53,0.026981233507195945
1PM5,11,47,Sun,C20,0.02722695088907312
1PM5,11,47,Sun,C40,0.005624912882932362
1PM5,11,47,Sun,C48,0.8516013502171271
1PM5,11,47,Sun,C51,0.8461186242281972
1PM5,11,47,Sun,C53,0.2262225809059049
1PM5,11,48,Sun,C20,0.2936932638777535
1PM5,11,48,Sun,C40,0.311922695500512
1PM5,11,48,Sun,C48,0.7675959589050062
1PM5,11,48,Sun,C51,0.06100827997151566
1PM5,11,48,Sun,C53,0.7029021697363422
1PM5,12,49,Sun,C20,0.7887429603781979
1PM5,12,49,Sun,C40,0.6283854385720208
1PM5,12,49,Sun,C48,0.29905969645207675
1PM5,12,49,Sun,C51,0.6505843512072352
1PM5,12,50,Sun,C20,0.529129202628935
1PM5,12,50,Sun,C40,0.441403677371531
1PM5,12,50,Sun,C48,0.8915686624590758
1PM5,12,50,Sun,C51,0.377895016598663
1PM5,12,50,Sun,C53,0.2907459064769718
1PM5,12,51,Sun,C20,0.5739252090400094
1PM5,12,51,Sun,C40,0.919402129945095
1PM5,12,51,Sun,C48,0.598385046085347
1PM5,12,51,Sun,C51,0.5799048191336849
1PM5,12,51,Sun,C53,0.3326044209214308
1PM5,12,52,Sun,C20,0.5510218058066066
1PM5,12,52,Sun,C40,0.6384217394714685
1PM5,12,52,Sun,C48,0.4319092559079019
1PM5,12,52,Sun,C51,0.75492033325826
1PM5,12,52,Sun,C53,0.6311919140608973
1PM5,12,52,Sun,C60,0.13980353591263556
1PM5,12,53,Sun,C20,0.9863575363842834
1PM5,12,53,Sun,C40,0.004144513437535455
1PM5,12,53,Sun,C48,0.3194508295775974
1PM5,12,53,Sun,C51,0.48046528640307856
1PM6,1,1,Sun,C20,0.505409300163653
1PM6,1,1,Sun,C40,0.7528856694892252
1PM6,1,1,Sun,C45,0.07616072362867554
1PM6,1,1,Sun,C48,0.5895500208622865
1PM6,1,1,Sun,C51,0.24806996451409985
1PM6,1,2,Sun,C20,0.45057349463045887
1PM6,1,2,Sun,C40,0.4911821236070932
1PM6,1,2,Sun,C48,0.9674678670561633
1PM6,1,2,Sun,C51,0.9383726933151394
1PM6,1,2,Sun,C53,0.16384859864789553
1PM6,1,3,Sun,C20,0.5274167877127476
1PM6,1,3,Sun,C40,0.32573000349655173
1PM6,1,3,Sun,C45,0.5520546668905965
1PM6,1,3,Sun,C48,0.9872732469124688
1PM6,1,3,Sun,C51,0.25710026270928116
1PM6,1,4,Sun,C20,0.3891048880974427
1PM6,1,4,Sun,C40,0.10585247555952297
1PM6,1,4,Sun,C48,0.253113440531986
1PM6,1,4,Sun,C51,0.8474246171915076
1PM6,1,5,Sun,C20,0.4459595998922785
1PM6,1,5,Sun,C40,0.9446205190041995
1PM6,1,5,Sun,C45,0.2414285862454879
1PM6,1,5,Sun,C48,0.6162324432142294
1PM6,1,5,Sun,C51,0.9226996332153938
1PM6,1,5,Sun,C53,0.7271245714279517
1PM6,2,6,Sun,C20,0.7918469564217239
1PM6,2,6,Sun,C40,0.6895506046016667
1PM6,2,6,Sun,C48,0.20930456388595325
1PM6,2,6,Sun,C51,0.61244697878133
1PM6,2,6,Sun,C53,0.8726132821519221
1PM6,2,7,Sun,C20,0.9406356521566056
1PM6,2,7,Sun,C40,0.2600212384933442
1PM6,2,7,Sun,C48,0.6281029724362188
1PM6,2,7,Sun,C51,0.57910987418549
1PM6,2,7,Sun,C53,0.806532085556427
1PM6,2,8,Sun,C20,0.4057556945829968
1PM6,2,8,Sun,C40,0.7242134090250597
1PM6,2,8,Sun,C48,0.16659229581185142
1PM6,2,8,Sun,C51,0.6381774834495597
1PM6,2,8,Sun,C53,0.47551586699865
1PM6,2,9,Sun,C20,0.6941756925228842
1PM6,2,9,Sun,C40,0.8124481513774583
1PM6,2,9,Sun,C48,0.14370165576560867
